P10101,P10202,P10303,P10404,P10505,P10606,P10707,P10808,P20109,P20210,P20311,P20412,P20513,P20614,P20715,P30116,P30217,P30318,P40119,P40220,P40321,P40422,P40523,P40624,P40725,P50126,P50227,P50328,P50429,P50530,P50631,P60132,P60233,P60334,P60435,P70136,P70237,P70338
2023B05391,Sandoval,Morales,Adriana Verónica,adriana_sandoval@universidad-sysac.edu.mx,adrianasandoval@outlook.com,5552781655,2026-05-11,Licenciatura en Diseño Gráfico,LIDN2022MX,5,No,NA,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$5,001-$10,000",Padre,No,NA,NA,"Apoyo gubernamental, Crédito educativo",No,NA,521,No,Sí a ambos,Sin estudios,Secundaria,Sí,Sí,Sí,Sí,Sí
2024C00710,Jiménez,Hernández,Vanessa Raquel,vanessajimenez@universidad-sysac.edu.mx,vanessa_jimenez92@hotmail.com,8178714377,2026-06-24,Licenciatura en Diseño Gráfico,LIDN2022MX,4,Sí,4,Sí,Otra,Beca de colegiatura,7.2,NA,Con pareja,5,"$10,001-$15,000",Padre,No,NA,NA,Apoyo gubernamental,No,NA,1590,Sí,Sí a ambos,Secundaria,Licenciatura,No,No,Sí,Sí,Sí
2025C08337,Rodríguez,Carmona,Pablo,pablo.rodriguez@universidad-sysac.edu.mx,pablo_rodriguez697@yahoo.com,5567535175,2026-01-10,Licenciatura en Educación,LIED2020MX,2,Sí,1,Sí,Económica,Beca de colegiatura,8.1,NA,Con padres o tutores,2,"$15,001-$25,000",Otro familiar,Sí,34,No,Trabajo propio,No,NA,1713,No,Sí a ambos,Licenciatura,Primaria,No,No,Sí,Sí,Sí
2024B00145,Soto,Cruz,Carmen Guadalupe,carmen.soto@universidad-sysac.edu.mx,carmen_soto837@hotmail.com,5617366436,2026-05-11,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,2,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Con pareja,2,"$10,001-$15,000",Madre,Sí,22,No,"Ahorro, Beca de otra institución",No,NA,1009,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2022A08678,Mejía,Camacho,Citlali,citlali.mejia@universidad-sysac.edu.mx,citlalimejia@yahoo.com.mx,5588869610,2026-01-13,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,1,No,NA,Beca de colegiatura,7.7,NA,Con pareja,2,"$15,001-$25,000",Madre,No,NA,NA,Beca de otra institución,No,NA,1926,No,Sí a ambos,Licenciatura,Licenciatura,No,Sí,Sí,Sí,No
2024C09971,Guerrero,Castillo,Jorge Roberto,jorge_guerrero@universidad-sysac.edu.mx,jorgeguerrero@hotmail.com,8169400804,2026-01-14,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,6,Sí,Otra,Beca de colegiatura,6.4,NA,Con padres o tutores,5,"Menos de $5,000",Madre,No,NA,NA,"Apoyo gubernamental, Beca de otra institución, Apoyo familiar",No,NA,415,No,Sí a ambos,Licenciatura,Sin estudios,No,No,Sí,Sí,Sí
2024A00250,Cabrera,Torres,Raquel Alejandra,raquel.cabrera@universidad-sysac.edu.mx,raquel.cabrera91@gmail.com,5534967338,2026-05-23,Licenciatura en Contaduría Pública,LICO2020MX,4,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"Menos de $5,000",El propio estudiante,Sí,25,Sí,Crédito educativo,No,NA,1941,Sí,Sí a ambos,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2024A04802,Domínguez,Velázquez,Jessica,jessica_dominguez@universidad-sysac.edu.mx,jessica_dominguez@protonmail.com,5596038432,2026-01-25,Licenciatura en Administración de Empresas,LIAD2020MX,4,Sí,4,No,NA,Beca de colegiatura,7.0,NA,Con padres o tutores,5,"Menos de $5,000",Padre,No,NA,NA,Apoyo familiar,Sí,"Beca empresa $1,200",1121,Sí,Sí a ambos,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2020B02677,Martínez,Soto,Patricia Isabel,patriciamartinez@universidad-sysac.edu.mx,NA,5596511348,2026-02-27,Licenciatura en Mercadotecnia,LIME2020MX,5,Sí,6,Sí,Académica,Beca de colegiatura,5.8,NA,Solo/a,2,"$5,001-$10,000",Beca o apoyo gubernamental,Sí,39,No,"Apoyo familiar, Beca de otra institución, Trabajo propio",No,NA,1583,No,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2022B07453,Pérez,Camacho,Martín Ramón,martin_perez@universidad-sysac.edu.mx,martin.perez90@yahoo.com.mx,5595533908,2026-01-05,Licenciatura en Contaduría Pública,LICO2020MX,4,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,1,"$15,001-$25,000",Padre,Sí,22,Sí,Trabajo propio,No,NA,2425,No,Sí a ambos,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
2020A10270,Lara,Valencia,Juan,juan.lara@universidad-sysac.edu.mx,juanlara@outlook.com,5520565726,2026-06-13,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,1,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$5,001-$10,000",Otro familiar,Sí,21,No,"Apoyo gubernamental, Beca de otra institución, Trabajo propio",No,NA,1591,Sí,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
2023C05005,Castro,Sandoval,Elena Martha,elenacastro@universidad-sysac.edu.mx,NA,8132388582,2026-06-12,Ingeniería en Sistemas Computacionales,LISC2020MX,4,Sí,2,No,NA,Beca de transporte,NA,07040,Con pareja,4,"$5,001-$10,000",Madre,Sí,17,No,"Trabajo propio, Beca de otra institución, Apoyo familiar",No,NA,2684,Sí,Sí a ambos,Secundaria,Secundaria,Sí,No,No,Sí,Sí
2021A02727,Muñoz,Cervantes,Eduardo,eduardo.munoz@universidad-sysac.edu.mx,eduardo_munoz@hotmail.com,55536904320,2026-06-01,Licenciatura en Educación,LIED2020MX,5,Sí,2,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"Menos de $5,000",Madre,Sí,40,Sí,Trabajo propio,No,NA,449,No,Sí a ambos,Licenciatura,Preparatoria,No,Sí,No,Sí,Sí
2024B08960,Martínez,Palacios,Martha,martha_martinez@universidad-sysac.edu.mx,marthamartinez484@gmail.com,5567494717,2026-02-23,Licenciatura en Mercadotecnia,LIME2020MX,4,Sí,2,Sí,Económica,Beca de colegiatura,7.0,NA,Con padres o tutores,4,"Menos de $5,000",El propio estudiante,Sí,39,Sí,Trabajo propio,No,NA,104,No,Sí a ambos,Licenciatura,Secundaria,No,Sí,Sí,Sí,Sí
2025C06427,Ramos,Cortés,Martín,martin.ramos@universidad-sysac.edu.mx,martin.ramos@yahoo.com,5571671148,2026-05-07,Licenciatura en Enfermería,LIEN2022MX,2,Sí,1,Sí,Otra,Beca de transporte,NA,14620,Solo/a,2,"$5,001-$10,000",Beca o apoyo gubernamental,No,NA,NA,"Apoyo familiar, Apoyo gubernamental",No,NA,2395,Sí,Sí a ambos,Licenciatura,Primaria,No,Sí,Sí,Sí,No
2019C02057,Pérez,Ruiz,Pablo Rodrigo,pablo_perez@universidad-sysac.edu.mx,NA,4465194305,2026-01-04,Ingeniería en Sistemas Computacionales,LISC2020MX,4,Sí,6,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,5,"$5,001-$10,000",El propio estudiante,Sí,47,No,Trabajo propio,No,NA,2396,Sí,Sí a ambos,Preparatoria,Posgrado,No,Sí,Sí,Sí,Sí
2021B07536,Espinoza,Salazar,Roberto Gustavo,roberto_espinoza@universidad-sysac.edu.mx,NA,5645985486,2026-05-08,Licenciatura en Enfermería,LIEN2022MX,4,No,NA,Sí,Personal/Familiar,Beca de colegiatura,9.5,NA,Con otros familiares,4,"$5,001-$10,000",Padre,No,NA,NA,"Trabajo propio, Crédito educativo, Beca de otra institución",No,NA,1974,No,Solo internet,Secundaria,Sin estudios,Sí,Sí,No,Sí,Sí
2021A00565,Moreno,Guerrero,Martín Eduardo,martin.moreno@universidad-sysac.edu.mx,martin_moreno@hotmail.com,5621300455,2026-02-18,Licenciatura en Diseño Gráfico,LIDN2022MX,5,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,5,"Menos de $5,000",Padre,Sí,22,Sí,Trabajo propio,No,NA,1086,Sí,Sí a ambos,Primaria,Secundaria,Sí,Sí,Sí,Sí,Sí
2021C00349,Díaz,Molina,Martín,martin.diaz@universidad-sysac.edu.mx,NA,5558589375,2026-01-28,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,3,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Madre,Sí,17,No,Ahorro,Sí,Beca municipal $800,373,Sí,Sí a ambos,Secundaria,Sin estudios,Sí,Sí,Sí,Sí,Sí
2024A06940,Rodríguez,Gutiérrez,Renata,renatarodriguez@universidad-sysac.edu.mx,renata_rodriguez97@yahoo.com.mx,5511544405,2026-02-19,Ingeniería Industrial,LIIN2020MX,4,Sí,6,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,6,"Menos de $5,000",Otro familiar,Sí,9,No,"Trabajo propio, Ahorro",No,NA,661,Sí,Sí a ambos,Preparatoria,Posgrado,No,No,Sí,Sí,Sí
2024B06016,González,Castillo,Nayeli,nayeligonzalez@universidad-sysac.edu.mx,nayeli.gonzalez404@gmail.com,8172421128,2026-05-05,Licenciatura en Derecho,LIDE2020MX,4,No,NA,No,NA,Beca de colegiatura,9.1,NA,Con padres o tutores,4,"$5,001-$10,000",Beca o apoyo gubernamental,Sí,30,No,"Apoyo familiar, Crédito educativo, Apoyo gubernamental",No,NA,296,No,Ninguno,Primaria,Preparatoria,Sí,No,Sí,Sí,Sí
2020B00729,Sandoval,Palacios,Ignacio Miguel,ignaciosandoval@universidad-sysac.edu.mx,NA,8158458087,2026-05-10,Licenciatura en Mercadotecnia,LIME2020MX,5,Sí,6,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con pareja,3,"$5,001-$10,000",Padre,Sí,16,No,Apoyo gubernamental,No,NA,1238,Sí,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,No
2023B00251,Muñoz,Fuentes,Brandon Mateo,brandonmunoz@universidad-sysac.edu.mx,NA,5591964489,2026-01-02,Licenciatura en Ciencia de Datos,LICI2020MX,5,No,NA,Sí,Laboral,Beca de colegiatura,9.1,NA,Con padres o tutores,2,"Más de $25,000",El propio estudiante,Sí,31,No,Trabajo propio,No,NA,2316,No,Sí a ambos,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2022C01164,Velázquez,Cruz,Ana Jessica,anavelazquez@universidad-sysac.edu.mx,NA,(22) 48670609,2026-01-07,Ingeniería Industrial,LIIN2020MX,4,Sí,6,No,NA,Beca de transporte,NA,63626,Con padres o tutores,5,"$5,001-$10,000",El propio estudiante,Sí,37,Sí,Ahorro,No,NA,1205,Sí,Ninguno,Primaria,Sin estudios,Sí,No,Sí,Sí,Sí
2022A01740,Ruiz,Fuentes,Ignacio,ignacio.ruiz@universidad-sysac.edu.mx,ignacio_ruiz91@protonmail.com,5590078808,2026-05-26,Licenciatura en Ciencia de Datos,LICI2020MX,5,No,NA,No,NA,Beca de transporte,NA,14020,Con otros familiares,2,"$10,001-$15,000",Madre,No,NA,NA,Trabajo propio,No,NA,1200,No,Sí a ambos,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
2025C05628,Ramírez,Cabrera,Susana Catalina,susana_ramirez@universidad-sysac.edu.mx,susana_ramirez984@yahoo.com.mx,5581357276,2026-01-05,Ingeniería Industrial,LIIN2020MX,2,Sí,2,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$15,001-$25,000",Madre,Sí,33,No,"Apoyo familiar, Trabajo propio",No,NA,2133,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,No,Sí,Sí
2021C06224,Bautista,Jiménez,Rocío,rocio.bautista@universidad-sysac.edu.mx,rociobautista@live.com.mx,3390076225,2026-06-03,Licenciatura en Educación,LIED2020MX,5,Sí,3,Sí,Personal/Familiar,Beca de transporte,NA,NA,Con padres o tutores,3,"$5,001-$10,000",El propio estudiante,Sí,42,Sí,"Trabajo propio, Ahorro",No,NA,2784,No,Sí a ambos,Secundaria,Secundaria,Sí,Sí,Sí,Sí,Sí
2025B06062,Cabrera,Ibarra,Fernanda,fernandacabrera@universidad-sysac.edu.mx,fernandacabrera582@icloud.com,5611453236,2026-01-14,Licenciatura en Enfermería,LIEN2022MX,2,Sí,2,No,NA,Beca de colegiatura,7.5,NA,Con pareja,3,"$5,001-$10,000",Madre,Sí,36,No,Trabajo propio,No,NA,1755,No,Sí a ambos,Licenciatura,Sin estudios,No,Sí,Sí,Sí,Sí
2023C10296,Estrada,Bautista,Mónica,monicaestrada@universidad-sysac.edu.mx,monica.estrada@live.com.mx,3331907824,2026-01-02,Licenciatura en Educación,LIED2020MX,5,Sí,1,No,NA,Beca de colegiatura,8.4,NA,Con otros familiares,7,"Menos de $5,000",El propio estudiante,Sí,40,No,Trabajo propio,No,NA,1552,Sí,Sí a ambos,Primaria,Secundaria,Sí,Sí,No,Sí,Sí
2020B03435,Trejo,Guerrero,Omar Gabriel,omartrejo@universidad-sysac.edu.mx,omar_trejo96@hotmail.com,5561859607,2026-02-06,Licenciatura en Ciencia de Datos,LICI2020MX,5,Sí,6,Sí,Académica,Beca de transporte,NA,08000,En residencia estudiantil,2,"$15,001-$25,000",Padre,Sí,13,Sí,Ahorro,Sí,"Beca empresa $1,200",1111,No,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
2025A06900,Trejo,Pérez,Mónica,monica_trejo@universidad-sysac.edu.mx,monica.trejo@yahoo.com,(33) 15425176,2026-02-07,Ingeniería en Sistemas Computacionales,LISC2020MX,2,Sí,1,Sí,Económica,Beca de transporte,NA,11850,Con pareja,1,"$10,001-$15,000",Madre,Sí,30,Sí,"Crédito educativo, Trabajo propio",No,NA,2391,Sí,Solo internet,Preparatoria,Secundaria,Sí,No,Sí,Sí,Sí
2024C08845,Herrera,Reyes,Yolanda Dulce,yolanda_herrera@universidad-sysac.edu.mx,yolanda_herrera@hotmail.com,5565343206,2026-02-11,Ingeniería Industrial,LIIN2020MX,4,Sí,6,Sí,Económica,Beca de colegiatura,6.2,NA,Con padres o tutores,3,"$10,001-$15,000",Madre,Sí,24,No,Trabajo propio,No,NA,1277,No,Sí a ambos,Preparatoria,Primaria,Sí,Sí,No,Sí,Sí
2023A08618,León,Velázquez,Beatriz,beatrizleon@universidad-sysac.edu.mx,beatrizleon622@gmail.com,5628684657,2026-02-10,Maestría en Psicopedagogía,LIPS2020MX,4,No,NA,Sí,Económica,Beca de transporte,NA,15400,Con padres o tutores,4,"$5,001-$10,000",Tutor,No,NA,NA,"Apoyo gubernamental, Crédito educativo, Ahorro",No,NA,2932,Sí,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,No
2023A08711,Téllez,Carmona,Cecilia Elena,ceciliatellez@universidad-sysac.edu.mx,NA,5641327756,2026-02-14,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,6,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$5,001-$10,000",Madre,Sí,22,Sí,"Beca de otra institución, Trabajo propio",No,NA,239,Sí,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,Sí
2024A00705,Carmona,Delgado,Uriel,urielcarmona@universidad-sysac.edu.mx,uriel.carmona@icloud.com,5513545979,2026-02-14,Ingeniería en Sistemas Computacionales,LISC2020MX,4,Sí,3,Sí,Económica,Beca de transporte,NA,13050,Con padres o tutores,1,"$10,001-$15,000",Otro familiar,Sí,29,Sí,Ahorro,No,NA,2013,Sí,Solo computadora,Primaria,Secundaria,Sí,Sí,Sí,Sí,Sí
2023C04440,Guerrero,Ramírez,Alberto Luis,alberto.guerrero@universidad-sysac.edu.mx,alberto_guerrero625@icloud.com,8187165300,2026-05-15,Ingeniería Industrial,LIIN2020MX,4,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"Menos de $5,000",Otro familiar,No,NA,NA,Trabajo propio,No,NA,1596,No,Solo internet,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2022C01230,Cortés,Castro,Mariana,mariana.cortes@universidad-sysac.edu.mx,mariana_cortes@gmail.com,5556692891,2026-06-13,Licenciatura en Gastronomía,LIGA2020MX,5,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"Más de $25,000",Tutor,Sí,20,Sí,Trabajo propio,No,NA,175,Sí,Sí a ambos,Licenciatura,Licenciatura,No,Sí,Sí,Sí,Sí
2024C09166,Álvarez,Valencia,Gustavo Ramón,gustavo_alvarez@universidad-sysac.edu.mx,gustavo_alvarez@live.com.mx,5575534854,2026-06-04,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,5,No,NA,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,3,"Más de $25,000",Otro familiar,No,NA,NA,Crédito educativo,No,NA,2085,No,Sí a ambos,Primaria,Primaria,Sí,Sí,Sí,Sí,Sí
2024A06396,Díaz,Núñez,Diego,diego.diaz@universidad-sysac.edu.mx,NA,22756321,2026-05-09,Licenciatura en Administración de Empresas,LIAD2020MX,4,Sí,6,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Solo/a,2,"$5,001-$10,000",Padre,Sí,36,No,"Trabajo propio, Apoyo gubernamental",No,NA,1686,No,Sí a ambos,Secundaria,Primaria,Sí,No,Sí,Sí,No
2024B02082,Fuentes,Camacho,Omar,omar.fuentes@universidad-sysac.edu.mx,omar_fuentes384@yahoo.com,5536538579,2026-02-26,Ingeniería en Sistemas Computacionales,LISC2020MX,4,No,NA,No,NA,Beca de colegiatura,9.4,NA,Con padres o tutores,4,"$15,001-$25,000",Padre,No,NA,NA,"Beca de otra institución, Trabajo propio",No,NA,31,No,Sí a ambos,Preparatoria,Primaria,Sí,No,Sí,Sí,No
2025C08349,Zavala,Cruz,Alan,alan_zavala@universidad-sysac.edu.mx,alan_zavala@protonmail.com,5544161820,2026-01-04,Ingeniería en Sistemas Computacionales,LISC2020MX,2,Sí,2,No,NA,Beca de colegiatura,7.3,NA,Con otros familiares,2,"$5,001-$10,000",Otro familiar,Sí,14,No,Trabajo propio,No,NA,2261,Sí,Sí a ambos,Secundaria,Secundaria,Sí,Sí,Sí,Sí,Sí
2023B01323,Ramírez,Morales,Luis,luis_ramirez@universidad-sysac.edu.mx,luisramirez83@live.com.mx,2222737542,2026-01-10,Licenciatura en Educación,LIED2020MX,5,No,NA,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Beca o apoyo gubernamental,No,NA,NA,Ahorro,No,NA,637,No,Sí a ambos,Secundaria,Licenciatura,No,No,Sí,Sí,Sí
2024C08273,Muñoz,Rivera,Héctor Alberto,hector.munoz@universidad-sysac.edu.mx,hectormunoz@outlook.com,5512867145,2026-02-02,Licenciatura en Ciencia de Datos,LICI2020MX,4,Sí,5,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,7,"Menos de $5,000",El propio estudiante,Sí,27,Sí,Trabajo propio,No,NA,2479,Sí,Solo internet,Secundaria,Primaria,Sí,Sí,Sí,Sí,Sí
2022A01406,Rodríguez,Ríos,Rocío,rociorodriguez@universidad-sysac.edu.mx,rocio.rodriguez386@protonmail.com,5556834270,2026-05-12,Ingeniería en Sistemas Computacionales,LISC2020MX,4,No,NA,No,NA,Beca de colegiatura,9.0,NA,Con padres o tutores,2,"Más de $25,000",El propio estudiante,Sí,28,No,"Trabajo propio, Ahorro",Sí,Beca municipal $800,121,No,Solo internet,Secundaria,Secundaria,Sí,No,Sí,Sí,No
2019C09197,Vázquez,Camacho,Víctor Enrique,victor.vazquez@universidad-sysac.edu.mx,victor_vazquez@hotmail.com,5693851994,2026-06-07,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Económica,Beca de transporte,NA,14250,Solo/a,2,"Más de $25,000",El propio estudiante,Sí,39,No,"Trabajo propio, Beca de otra institución, Apoyo gubernamental",No,NA,831,No,Sí a ambos,Licenciatura,Licenciatura,No,No,Sí,Sí,No
2024C01982,Morales,Álvarez,Lucía,lucia.morales@universidad-sysac.edu.mx,lucia_morales369@protonmail.com,5594713833,2026-01-21,Licenciatura en Gastronomía,LIGA2020MX,4,Sí,1,No,NA,Beca de colegiatura,7.7,NA,Con otros familiares,2,"$10,001-$15,000",Padre,Sí,27,No,"Trabajo propio, Apoyo familiar, Crédito educativo",No,NA,119,Sí,Sí a ambos,Primaria,Secundaria,Sí,Sí,Sí,Sí,Sí
2023C03907,Mejía,Gutiérrez,Brenda,brendamejia@universidad-sysac.edu.mx,brendamejia787@hotmail.com,5631107025,2026-01-01,Ingeniería en Sistemas Computacionales,LISC2020MX,4,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Solo/a,1,"Más de $25,000",Otro familiar,No,NA,NA,Ahorro,No,NA,1349,Sí,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,No
2023B04952,Acosta,Flores,Carmen,carmen.acosta@universidad-sysac.edu.mx,carmenacosta227@gmail.com,5544050736,2026-01-20,Licenciatura en Contaduría Pública,LICO2020MX,4,No,NA,Sí,Económica,Beca de colegiatura,7.3,NA,Con pareja,3,"Menos de $5,000",Madre,No,NA,NA,"Beca de otra institución, Apoyo familiar",No,NA,1075,No,Sí a ambos,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
2023B07317,Silva,Suárez,Dulce,dulcesilva@universidad-sysac.edu.mx,dulce.silva219@icloud.com,5514991502,2026-02-10,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,1,Sí,Económica,Beca de colegiatura,8.7,NA,En residencia estudiantil,4,"$5,001-$10,000",Padre,No,NA,NA,"Beca de otra institución, Apoyo familiar",No,NA,717,Sí,Sí a ambos,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2023A06663,Acosta,Bautista,Ana,ana.acosta@universidad-sysac.edu.mx,ana.acosta936@hotmail.com,4465503927,2026-01-01,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Económica,Beca de transporte,NA,10400,Con otros familiares,5,"Menos de $5,000",Tutor,No,NA,NA,"Crédito educativo, Beca de otra institución",No,NA,3431,Sí,Sí a ambos,Primaria,Secundaria,Sí,No,No,Sí,Sí
2025C07834,Lara,Guerrero,Víctor Juan,victor.lara@universidad-sysac.edu.mx,victor_lara@hotmail.com,3398494934,2026-05-22,Ingeniería Industrial,LIIN2020MX,2,Sí,1,No,NA,Beca de colegiatura,6.8,NA,Solo/a,2,"$10,001-$15,000",El propio estudiante,Sí,39,No,"Apoyo familiar, Trabajo propio",No,NA,398,Sí,Solo computadora,Sin estudios,Primaria,Sí,No,Sí,Sí,Sí
2024B07956,García,Cervantes,Juan,juangarcia@universidad-sysac.edu.mx,NA,8145148029,2026-02-09,Licenciatura en Derecho,LIDE2020MX,4,No,NA,No,NA,Beca de transporte,NA,11000,Con padres o tutores,2,"$5,001-$10,000",Otro familiar,Sí,19,No,"Trabajo propio, Beca de otra institución, Apoyo familiar",No,NA,2159,No,Sí a ambos,Preparatoria,Sin estudios,Sí,No,Sí,Sí,Sí
2025C06047,Álvarez,Ruiz,Norma,norma.alvarez@universidad-sysac.edu.mx,norma.alvarez5@gmail.com,4457037895,2026-06-26,Licenciatura en Diseño Gráfico,LIDN2022MX,2,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"Más de $25,000",El propio estudiante,Sí,43,Sí,Trabajo propio,No,NA,1139,Sí,Sí a ambos,Licenciatura,Preparatoria,No,No,Sí,Sí,Sí
2025C02341,Cruz,Velázquez,Luz,luz.cruz@universidad-sysac.edu.mx,luzcruz98@protonmail.com,5596491532,2026-01-27,Licenciatura en Derecho,LIDE2020MX,2,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,3,"$10,001-$15,000",Beca o apoyo gubernamental,No,NA,NA,"Beca de otra institución, Apoyo familiar, Ahorro",No,NA,1471,Sí,Solo computadora,Primaria,Licenciatura,No,Sí,Sí,Sí,No
2021C10116,Cruz,Cortés,Saúl,saul.cruz@universidad-sysac.edu.mx,saul.cruz464@hotmail.com,5589286353,2026-06-01,Licenciatura en Enfermería,LIEN2022MX,4,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$10,001-$15,000",El propio estudiante,Sí,48,No,Trabajo propio,No,NA,985,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
2024A03122,Pérez,Sandoval,Montserrat,montserratperez@universidad-sysac.edu.mx,NA,2278281123,2026-06-15,Licenciatura en Gastronomía,LIGA2020MX,4,Sí,5,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$10,001-$15,000",El propio estudiante,Sí,27,No,Trabajo propio,No,NA,1819,No,Solo computadora,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
2025C03106,Hernández,Herrera,Erika Erika,erika.hernandez@universidad-sysac.edu.mx,erika.hernandez422@gmail.com,2256633181,2026-06-22,Licenciatura en Contaduría Pública,LICO2020MX,2,Sí,1,No,NA,Beca de colegiatura,7.3,NA,Con padres o tutores,2,"$10,001-$15,000",Padre,No,NA,NA,Beca de otra institución,No,NA,239,Sí,Sí a ambos,Preparatoria,Posgrado,No,Sí,Sí,Sí,No
2023A00436,Cervantes,Valencia,Mónica,monicacervantes@universidad-sysac.edu.mx,monicacervantes86@hotmail.com,4485548213,2026-01-17,Licenciatura en Mercadotecnia,LIME2020MX,5,Sí,1,Sí,Laboral,Beca de transporte,NA,54310,Con padres o tutores,3,"$5,001-$10,000",Madre,No,NA,NA,"Crédito educativo, Beca de otra institución",No,NA,3314,No,Sí a ambos,Licenciatura,Secundaria,No,No,Sí,Sí,Sí
2025C01419,Sánchez,Vázquez,Martha Regina,martha_sanchez@universidad-sysac.edu.mx,martha.sanchez99@yahoo.com,2211762786,2026-06-10,Licenciatura en Ciencia de Datos,LICI2020MX,2,Sí,3,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,1,"$10,001-$15,000",Otro familiar,No,NA,NA,"Crédito educativo, Trabajo propio",No,NA,1323,No,Sí a ambos,Sin estudios,Preparatoria,Sí,No,Sí,Sí,Sí
